Loan Number,Tell Us About You,Has SSN,US Citizen,Enrollment Status,STEM,Credit Score 1,Credit Score 2,GPA,Approved Loan Amount,Interest Rate,Test Loan
1823,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0
1824,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0
1825,I have been accepted to study,Yes,FALSE,3rd Year Undergraduate,Yes,,0,3.5,25000,13.99,0
1826,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,673,0,3.7,9515,11.99,0
1827,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,Yes,639,0,4,16000,13.99,0
1828,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,711,0,3.63,25000,11.99,0
1829,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,3.77,20000,11.99,0
1830,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0
1831,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,16500,11.99,0
1833,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0
1837,I am currently enrolled,Yes,TRUE,3rd Year Undergraduate,,641,0,0,3500,9.99,0
1838,I am currently enrolled,No,TRUE,5th Year Undergraduate,No,657,0,2.54,5415,9.99,0
1839,,Yes,FALSE,1st Year Graduate,No,702,0,3.2,25000,11.99,0
1841,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,3500,11.99,0
1842,I have been accepted to study,No,FALSE,1st Year Graduate,No,,,0,20318,11.99,0
1843,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,549,0,3.1,4700,13.99,0
1844,I am currently enrolled,No,FALSE,1st Year Graduate,No,,754,0,13500,11.99,0
1845,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,No,,0,3.89,6000,13.99,0
1847,I am currently enrolled,No,FALSE,2nd Year Graduate,Yes,,0,3.94,6000,11.99,0
1848,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,628,0,3.84,8000,11.99,0
1849,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,756,0,3.66,2300,11.99,0
1851,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,735,0,0,12000,11.99,0
1852,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0
1853,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,Yes,,0,3.28,25000,13.99,0
1854,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,Yes,,0,3.66,25000,13.99,0
1855,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0
1856,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,Yes,,0,3.18,15000,13.99,0
1857,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,No,,0,3,10400,13.99,0
1860,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,No,640,0,2.72,7000,13.99,0
1861,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,0,3.98,15000,11.99,0
1862,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,782,0,25000,11.99,0
1863,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,655,0,3.14,2500,11.99,0
1864,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,644,0,0,25000,11.99,0
1865,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0
1866,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,10500,11.99,0
1867,I am currently enrolled,No,FALSE,2nd Year Graduate,No,609,0,3.9,13000,11.99,0
1868,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,Yes,,0,3.7,8000,13.99,0
1870,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,Yes,772,0,3.74,25000,13.99,0
1871,I am currently enrolled,Yes,FALSE,Beyond 3rd Year Graduate,Yes,740,0,3.99,13000,11.99,0
1873,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,737,792,0,25000,11.99,0
1875,I am currently enrolled,No,FALSE,2nd Year Graduate,No,,0,2.74,13000,11.99,0
1876,I am currently enrolled,Yes,FALSE,5th Year Undergraduate,Yes,763,0,3.35,25000,13.99,0
1878,I am currently enrolled,No,FALSE,3rd Year Undergraduate,Yes,,0,3.2,9000,13.99,0
1880,I am currently enrolled,Yes,TRUE,3rd Year Undergraduate,No,632,0,2.5,7000,9.99,0
1882,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,716,0,4,15000,11.99,0
1884,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,,743,3.67,7500,11.99,0
1886,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,743,0,3.36,25000,13.99,0
1887,I am currently enrolled,Yes,TRUE,3rd Year Undergraduate,Yes,615,0,3,13000,9.99,0
1888,I am thinking about studying,No,FALSE,1st Year Graduate,No,,0,0,7500,11.99,0
1889,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,Yes,,0,3.09,25000,13.99,0
1891,I am currently enrolled,No,FALSE,5th Year Undergraduate,Yes,735,0,3.3,25000,13.99,0
1892,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,No,749,0,3,16901,13.99,0
1893,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,,0,0,20000,11.99,0
1895,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,0,6500,11.99,0
1896,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,No,,0,0,15000,13.99,0
1897,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,702,0,3.12,25000,11.99,0
1898,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0
1900,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0
1901,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,0,3.6,18000,11.99,0
1902,I am currently enrolled,Yes,TRUE,3rd Year Undergraduate,No,649,0,3.6,11000,9.99,0
1903,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,,0,3.5,25000,11.99,0
1904,I am currently enrolled,No,FALSE,1st Year Graduate,No,609,0,3.9,12000,11.99,0
1905,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,620,0,3.66,25000,11.99,0
1906,I am currently enrolled,Yes,FALSE,3rd Year Graduate,Yes,,0,3.75,2001,11.99,0
1907,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,,0,3.46,20000,13.99,0
1908,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,671,0,3.67,6000,11.99,0
1910,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,0,3.08,25000,11.99,0
1915,I am currently enrolled,Yes,FALSE,3rd Year Graduate,Yes,732,783,0,20000,11.99,0
1916,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,0,10000,11.99,0
1917,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,0,9500,11.99,0
1918,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,736,0,0,15000,11.99,0
1919,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,618,,3.48,4500,11.99,0
1920,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,616,0,3.33,25000,11.99,0
1921,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,4,19000,11.99,0
1922,I am currently enrolled,No,FALSE,1st Year Graduate,No,713,0,0,25000,11.99,0
1923,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0
1924,I have been accepted to study,Yes,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0
1925,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0
1927,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,634,,0,25000,11.99,0
1928,I am currently enrolled,Yes,FALSE,3rd Year Graduate,Yes,634,,3.1,4000,11.99,0
1929,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,,701,3.3,21000,11.99,0
1930,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0
1931,I am currently enrolled,Yes,TRUE,4th Year Undergraduate,No,673,0,3.7,16000,9.99,0
1933,I have been accepted to study,Yes,TRUE,3rd Year Undergraduate,No,738,0,3.9,25000,9.99,0
1935,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,642,0,3.2,9000,13.99,0
1936,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,,0,20000,11.99,0
1937,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,,,3.5,6000,13.99,0
1938,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,0,20000,11.99,0
1940,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,663,0,3.3,9500,11.99,0
1944,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,698,0,3.85,9000,11.99,0
1945,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,,,3,2001,13.99,0
1946,I am currently enrolled,No,FALSE,4th Year Undergraduate,Yes,,0,3.29,18100,13.99,0
1947,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,15500,11.99,0
1948,I am currently enrolled,No,FALSE,1st Year Graduate,No,,736,0,25000,11.99,0
1950,I am currently enrolled,Yes,FALSE,5th Year Undergraduate,No,757,0,3.88,12000,13.99,0
1951,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,653,0,3.58,5000,7.99,0
1952,I am currently enrolled,No,FALSE,2nd Year Graduate,No,742,0,3.14,25000,11.99,0
1953,I am currently enrolled,No,FALSE,1st Year Graduate,No,624,0,0,15000,11.99,0
1956,I am currently enrolled,No,FALSE,3rd Year Graduate,No,,0,0,25000,11.99,0
1958,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0
1959,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0
1960,I am currently enrolled,No,FALSE,3rd Year Undergraduate,No,,0,3.51,20000,13.99,0
1961,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,761,,3,7000,13.99,0
1962,I am currently enrolled,Yes,TRUE,3rd Year Undergraduate,Yes,641,0,2.65,7480,9.99,0
1963,I am currently enrolled,No,FALSE,2nd Year Undergraduate,Yes,720,0,3.2,18500,13.99,0
1964,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,0,3000,11.99,0
1965,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,759,0,0,25000,11.99,0
1966,I am currently enrolled,No,FALSE,1st Year Graduate,No,739,0,0,25000,11.99,0
1970,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,,3.54,19000,11.99,0
1971,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,,0,0,25000,11.99,0
1972,I am currently enrolled,No,FALSE,2nd Year Graduate,Yes,735,0,0,25000,11.99,0
1973,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,693,0,3.75,9000,11.99,0
1974,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0
1976,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,728,0,3.6,18000,13.99,0
1978,I am currently enrolled,No,FALSE,3rd Year Undergraduate,No,,0,3.4,10000,13.99,0
1980,I am currently enrolled,No,FALSE,1st Year Graduate,No,619,765,3.7,25000,11.99,0
1982,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0
1983,I am currently enrolled,Yes,TRUE,3rd Year Undergraduate,No,597,,0,10200,9.99,0
1984,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,706,0,3.67,2001,11.99,0
1985,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,733,3.6,18600,11.99,0
1986,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,No,,0,0,7600,13.99,0
1987,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,Yes,,0,3.87,25000,13.99,0
1988,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,725,0,0,15000,11.99,0
1990,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,,3.87,7000,11.99,0
1991,I am currently enrolled,No,FALSE,Beyond 3rd Year Graduate,No,,0,0,14000,11.99,0
1992,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0
1994,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,773,0,4,25000,11.99,0
1995,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,0,16600,11.99,0
1996,I have applied to study,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0
1997,I am currently enrolled,Yes,TRUE,4th Year Undergraduate,Yes,649,0,2.6,6500,9.99,0
1999,I am currently enrolled,No,FALSE,2nd Year Graduate,Yes,664,654,3.76,16000,11.99,0
2001,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,Yes,,0,2.91,16000,13.99,0
2002,I am currently enrolled,No,FALSE,2nd Year Graduate,No,682,0,0,25000,11.99,0
2003,I am currently enrolled,No,FALSE,Beyond 3rd Year Graduate,No,670,0,4,7271,11.99,0
2004,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,0,3500,11.99,0
2005,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,0,10474,11.99,0
2008,I have been accepted to study,Yes,TRUE,3rd Year Graduate,No,685,0,3.17,25000,7.99,0
2009,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,586,0,25000,11.99,0
2010,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,649,0,0,25000,13.99,0
2011,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0
2012,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,7500,11.99,0
2013,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,622,0,3.8,6000,11.99,0
2014,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,641,0,0,25000,11.99,1
2015,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,639,0,2.9,10000,11.99,0
2017,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0
2018,I am currently enrolled,Yes,FALSE,5th Year Undergraduate,Yes,,0,3.32,25000,13.99,0
2019,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,0,23920,11.99,0
2020,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,,0,15000,11.99,0
2021,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,632,791,3.67,10000,11.99,0
2023,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,No,698,0,3.9,25000,13.99,0
2024,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,0,3.4,4000,11.99,0
2025,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0
2026,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,679,0,3.82,25000,11.99,0
2027,I am currently enrolled,No,FALSE,3rd Year Undergraduate,Yes,,0,3.81,16000,13.99,0
2028,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,0,8400,11.99,0
2029,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,No,,0,3.33,25000,13.99,0
2030,I have been accepted to study,Yes,FALSE,1st Year Graduate,Yes,,0,0,25000,7.99,0
2031,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,783,0,3.33,25000,11.99,0
2033,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,20000,11.99,0
2034,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,788,0,25000,11.99,0
2035,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0
2036,I am currently enrolled,Yes,FALSE,3rd Year Graduate,Yes,,0,3.89,25000,11.99,0
2037,I am currently enrolled,No,FALSE,2nd Year Graduate,No,,0,3.62,24500,11.99,0
2038,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,No,,0,3.34,25000,13.99,0
2039,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,3.8,25000,11.99,0
2040,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0
2041,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,,0,19000,11.99,0
2042,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,743,0,0,25000,11.99,0
2043,I am currently enrolled,No,FALSE,1st Year Graduate,No,,667,0,18000,11.99,0
2044,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,726,0,3,16500,11.99,0
2045,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,643,3.5,9000,11.99,0
2046,I have been accepted to study,Yes,TRUE,1st Year Undergraduate,No,629,0,0,3700,9.99,0
2048,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0
2049,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,643,0,3.5,12000,11.99,0
2050,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,0,15500,11.99,0
2051,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,0,3.43,18000,11.99,0
2053,I am currently enrolled,No,FALSE,3rd Year Undergraduate,Yes,,0,0,25000,13.99,0
2054,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0
2055,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0
2056,I have been accepted to study,No,FALSE,1st Year Graduate,No,,,0,25000,11.99,0
2059,I am currently enrolled,Yes,FALSE,5th Year Undergraduate,Yes,,0,3.5,10000,13.99,0
2060,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,,705,3.67,13500,11.99,0
2062,I am currently enrolled,No,FALSE,Beyond 3rd Year Graduate,No,,0,0,25000,11.99,0
2063,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,651,0,3,20000,11.99,0
2064,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,,3.1,25000,11.99,0
2065,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,0,5780,11.99,0
2066,I am currently enrolled,No,FALSE,1st Year Graduate,No,,,0,2500,11.99,0
2069,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,0,15000,11.99,0
2070,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,641,0,3.41,2001,11.99,0
2071,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,725,3.52,25000,11.99,0
2072,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,750,0,3.66,18887,11.99,0
2073,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,772,0,0,25000,11.99,0
2074,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,667,,0,18000,11.99,0
2076,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0
2077,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,596,0,0,16000,11.99,0
2078,I am currently enrolled,No,FALSE,1st Year Graduate,No,,,0,15000,11.99,0
2079,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0
2080,I am currently enrolled,No,TRUE,4th Year Undergraduate,No,,0,3.2,23000,9.99,0
2081,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,681,0,0,20700,11.99,0
2082,I have been accepted to study,Yes,FALSE,5th Year Undergraduate,Yes,729,0,3.69,15000,13.99,0
2083,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,0,3.86,15000,11.99,0
2084,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,751,0,0,25000,11.99,0
2085,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,643,,3.5,10810,11.99,0
2086,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,22000,11.99,0
2087,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,598,,3.17,8500,11.99,0
2088,I have been accepted to study,Yes,FALSE,Beyond 3rd Year Graduate,No,,0,0,25000,11.99,0
2089,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,3.4,21794,11.99,0
2090,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0
2091,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,730,0,3.2,10000,13.99,0
2093,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,631,0,3.52,6000,11.99,0
2094,I have been accepted to study,No,FALSE,Beyond 3rd Year Graduate,No,,764,0,25000,11.99,0
2095,I am currently enrolled,No,FALSE,2nd Year Graduate,Yes,763,0,3.82,23000,11.99,0
2096,I am currently enrolled,No,FALSE,2nd Year Graduate,Yes,,0,3.3,20000,11.99,0
2097,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,628,0,3.19,15000,11.99,0
2099,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,720,0,3.8,25000,11.99,0
2100,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,Yes,686,0,3.48,17742,13.99,0
2101,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,0,19500,11.99,0
2102,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,No,736,0,3.45,11500,13.99,0
2103,I am currently enrolled,No,FALSE,Beyond 3rd Year Graduate,Yes,650,,3.2,4000,11.99,0
2104,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0
2105,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,750,3.5,3000,11.99,0
2106,I am currently enrolled,Yes,FALSE,Beyond 3rd Year Graduate,Yes,643,0,4,16000,11.99,0
2107,I am currently enrolled,No,FALSE,1st Year Graduate,No,,,0,10000,11.99,0
2108,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,628,0,0,24500,11.99,0
2109,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,3.55,16000,11.99,0
2110,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,3.83,25000,11.99,0
2111,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,4,20000,11.99,0
2113,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,,0,25000,11.99,0
2114,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,0,15000,11.99,0
2115,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,640,0,3,25000,13.99,0
2116,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,754,0,4,7000,11.99,0
2117,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,2.5,25000,11.99,0
2118,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0
2119,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,0,0,6415,11.99,0
2121,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,614,0,3.2,6173,13.99,0
2122,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,0,3.75,19322,11.99,0
2124,I am currently enrolled,No,FALSE,2nd Year Graduate,Yes,653,0,0,21000,11.99,0
2125,I have been accepted to study,No,FALSE,1st Year Graduate,No,,,0,25000,11.99,0
2126,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,711,0,3,12000,11.99,0
2127,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,0,3.54,16000,11.99,0
2128,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,698,671,3.2,9000,11.99,0
2129,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,689,711,3.72,12000,11.99,0
2135,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,650,0,3.7,11000,11.99,0
2136,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,661,622,0,15600,11.99,0
2138,I am currently enrolled,No,TRUE,3rd Year Undergraduate,No,659,0,3.22,5674,9.99,0
2144,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0
2145,I am currently enrolled,No,FALSE,1st Year Graduate,No,,,3.7,25000,11.99,0
2147,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,,0,3.55,25000,11.99,0
2148,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,723,0,4,25000,11.99,0
2149,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,,0,3,10000,11.99,0
2150,I am currently enrolled,Yes,TRUE,4th Year Undergraduate,Yes,,0,3.13,18000,9.99,0
2151,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,694,,3,17600,11.99,0
2152,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,639,0,0,16000,11.99,0
2153,I am currently enrolled,No,FALSE,2nd Year Graduate,No,687,0,0,25000,11.99,0
2154,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,741,0,0,10300,11.99,0
2155,I am currently enrolled,Yes,TRUE,1st Year Undergraduate,No,,0,3.2,3185,9.99,0
2156,I am currently enrolled,Yes,TRUE,1st Year Graduate,Yes,,0,3.2,20000,7.99,0
2157,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0
2158,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,4134,7.99,0
2159,I am currently enrolled,Yes,FALSE,3rd Year Graduate,No,686,0,3.31,17725,11.99,0
2161,I am currently enrolled,No,FALSE,2nd Year Graduate,No,726,0,3.67,13000,11.99,0
2162,I am currently enrolled,Yes,FALSE,3rd Year Graduate,No,661,0,3.48,15000,11.99,0
2163,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0
2164,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,Yes,675,0,3.31,25000,13.99,0
2165,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,0,21000,11.99,0
2167,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,0,17000,11.99,0
2168,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,742,733,3.7,6000,11.99,0
2169,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,,0,0,20000,11.99,0
2171,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,,0,3.89,25000,13.99,0
2172,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,641,0,3.28,25000,13.99,0
2173,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,,0,3.2,15000,13.99,0
2174,I am currently enrolled,No,FALSE,1st Year Graduate,No,733,0,0,25000,11.99,0
2175,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,No,,0,3.6,5000,13.99,0
2176,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,754,774,3.75,16800,11.99,0
2180,I have been accepted to study,Yes,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0
2182,I am currently enrolled,Yes,FALSE,3rd Year Graduate,No,720,0,0,14662,11.99,0
2183,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,0,0,18000,11.99,0
2184,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,688,0,10000,11.99,0
2185,I am currently enrolled,Yes,TRUE,4th Year Undergraduate,Yes,,,3.13,5000,9.99,0
2186,I am currently enrolled,No,FALSE,Select enrollment status,Yes,631,0,3.84,5000,11.99,0
2187,I have been accepted to study,Yes,FALSE,3rd Year Undergraduate,No,,0,0,23500,13.99,0
2188,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,3.67,23723,11.99,0
2190,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,,0,18615,11.99,0
2191,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,692,0,4,6000,11.99,0
2195,I am currently enrolled,No,FALSE,1st Year Graduate,No,,,4,4500,11.99,0
2198,I am currently enrolled,No,FALSE,Beyond 3rd Year Graduate,No,,0,0,25000,11.99,0
